Product Name,MRP,Short description
Men Maroon Tailored Fit Printed Men Pure Cotton Casual Shirt,2199,"Maroon floral printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Pink Solid Tailored Fit Pure Cotton Casual Shirt,3199,"Pink solid opaque Casual shirt, has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Yellow Casual Cotton Shirt,1499,"Yellow solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
U S Polo Assn Denim Co Men Blue And White Standard Slim Fit Checked Pure Cotton Shirt,2399,"Blue and White checked Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Navy Blue Slim Fit Micro Ditsy Opaque Print Pure Cotton Casual Shirt,2299,"Navy blue and white micro ditsy print opaque casual shirt, has a spread collar, full button placket, 1 patch pocket, long roll-up sleeves, and curved hem"
Men Blue & Orange Comfort Geometric Printed Cotton Casual Shirt,1249,"Blue & Orange geometric printed opaque Casual shirt, has a spread collar, button placket, short regular sleeves, curved hem"
Men Yellow Tailored Fit Striped Pure Cotton Casual Shirt,2499,"Yellow vertical striped opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Pure Cotton Slim Fit Casual Shirt,2299,"Blue solid opaque casual shirt, has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Red Casual Cotton Shirt,899,"Red solid opaque Casual shirt ,has a spread collar, button placket, na pocket, short regular sleeves, curved hem"
Men Navy Blue Slim Fit Checked Flannel Pure Cotton Casual Shirt,2495,"Navy blue checked opaque Casual shirt ,has a button-down collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Rust Brown Solid Slim Fit Pure Cotton Casual Shirt,1999,"Rust brown solid Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Ethnic Motifs Printed Pure Cotton Tailored Fit Casual Shirt,2199,"Blue ethnic motifs printed opaque casual shirt, has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Slim Fit Printed Casual Cotton Shirt,3499,"Off white abstract printed opaque casual shirt, has a spread collar, button placket, long regular sleeves, curved hem"
Men Pink Solid Pure Cotton Casual Shirt,2399,"Pink solid opaque casual shirt, has a button-down collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Navy Blue Standard Casual Cotton Denim Shirt,1799,"Navy blue solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long roll-up sleeves, curved hem"
Men Slim Fit Checked Pure Cotton Casual Shirt,2495,"Buffalo checked opaque casual shirt ,has a button-down collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
U S Polo Assn Men Blue & White Checked Tailored Fit Pure Cotton Casual Shirt,2999,"Blue grid tattersall checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Cotton Navy Blue Slim Fit Checked Casual Shirt,2299,"Navy blue other checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Green Slim Fit Printed Cotton Casual Shirt,2349,"Green micro ditsy printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Slim Fit Floral Printed Casual Cotton Shirt,2499,"Floral printed opaque Casual shirt ,has a spread collar, button placket,long regular sleeves, curved hem"
The Lifestyle Co Men Blue Solid Mandarin-Collar Linen Casual Shirt,2999,"Blue solid Casual shirt ,has a mandarin collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Standard Casual Cotton Denim Shirt,1799,"Blue solid opaque Casual shirt ,has a mandarin collar, button placket, long roll-up sleeves, curved hem"
Ardor Edition Men Navy Blue Cotton Slim Fit Windowpane Checked Casual Shirt,2390,"Navy blue windowpane checked opaque Casual shirt ,has a button-down collar, button placket, long regular sleeves, curved hem"
Men Blue Buffalo Checked Cotton Casual Shirt,525,"Blue buffalo checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Pure Cotton Slim Fit Checked Casual Shirt,2499,"White other checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Slim Fit Printed Pure Cotton Casual Shirt,2499,"Abstract printed opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Slim Fit Printed Pure Cotton Smart Casual Shirt,2599,"Navy blue & pink ethnic motifs printed opaque pure cotton smart casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue & White Slim Fit Checked Pure Cotton Casual Shirt,2199,"Product Details:
Blue & White checked opaque Casual shirt ,
has a cutaway collar,
button placket,
1 patch pocket,
long roll-up sleeves,
curved hem"
Men Blue Slim Fit Checked Pure Cotton Casual Shirt,2599,"Blue checked opaque Casual shirt, has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men White Pure Cotton Slim Fit Checked Casual Shirt,2349,"White other checks checked opaque Casual shirt ,has a spread collar, button placket, 1 pocket, long regular sleeves, curved hem"
Men White Cotton Slim Fit Casual Shirt,2699,"White solid opaque Casual shirt ,has a spread collar, button placket, long roll-up sleeves, curved hem"
Men Classic Slim Fit Cotton Corduroy Casual Shirt,3990,"Black solid Corduroy Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Blue Slim Fit Checked Pure Cotton Casual Shirt,3299,"Blue tartan checks checked opaque Casual shirt ,has a cutaway collar, button placket, 1 patch pocket, long regular sleeves, straight hem"
U.S. Polo Assn. Denim Co.Men Green Regular Fit Floral Printed Cotton Casual Shirt,2199,"Green floral printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Red Solid Cotton Regular Fit Casual Shirt,999,"Red solid opaque Casual shirt ,has a mandarin collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Floral Printed Casual Cotton Shirt,1699,"Floral printed opaque casual shirt, has a spread collar, button placket, 1 patch pocket, long roll-up sleeves, curved hem"
Men Pure Cotton Regular Fit Short-Sleeved Shirt,999,"Regular-fit shirt in a cotton weave with a button-down collar, classic front and yoke at the back. Short sleeves, open chest pocket and a gently rounded hem."
Men Blue Pure Cotton Solid Chambray Casual Shirt,1799,"Blue solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long roll-up sleeves, curved hem"
Slim Fit Ethnic Motifs Printed Casual Cotton Shirt,5999,"Grey ethnic motifs printed opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Tartan Checks Checked Pure Cotton Casual Shirt,2299,"Tartan checks checked opaque Casual shirt, has a spread collar, button placket, na pocket, long regular sleeves, curved hem"
Regular Fit Denim Overshirt,2699,"Overshirt in rigid cotton denim with a turn-down collar, classic front, a yoke at the back and a gently rounded hem. Regular fit with a patch chest pocket and long sleeves with buttoned cuffs and a sleeve placket."
U S Polo Assn Denim Co Men Olive Green Solid Pure Cotton Slim Fit Casual Shirt,2699,"Olive green solid Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Blue Pure Cotton Checked Casual Shirt,1799,"Blue windowpane checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long roll-up sleeves, curved hem"
Men Olive Green Slim Fit Self Design Pinstriped Pure Cotton Casual Shirt,2099,"Olive green pinstripes self design Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue & White Slim Fit Horizontal Stripes Cotton Casual Shirt,1249,"Blue horizontal stripes striped opaque Casual shirt ,has a spread collar, button placket, short regular sleeves, curved hem"
Men Green Slim Fit Printed Short Sleeve Cotton Casual Shirt,2499,"Green graphic printed opaque Casual shirt
Spread collar
Button placket
Short regular sleeves
Curved hem"
Men White Slim Fit Cotton Casual Shirt,2849,"White solid opaque Casual shirt ,has a spread collar, button placket, 1 pocket, long regular sleeves, curved hem"
Men Rust Solid Standard Casual Cotton Shirt,1299,"Rust solid opaque Casual shirt ,has a mandarin collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Charcoal Tailored Fit Pure Cotton Casual Shirt,3199,"Charcoal solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Corduroy Pure Cotton Casual Shirt,4790,"Navy blue solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Slim Fit Vertical Striped Casual Cotton Shirt,2799,"Maroon vertical stripes opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
U S Polo Assn Men Yellow Checked Pure Cotton Casual Shirt,2999,"Yellow other checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Button-Down Collar Classic Pure Cotton Casual Shirt,1399,"Blue solid opaque Casual shirt ,has a button-down collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Slim Fit Printed Cotton Casual Shirt,525,"Blue micro ditsy printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Purple Slim Fit Casual Cotton Shirt,2999,"Purple solid opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Purple Regular Fit Solid Casual Shirt,1499,"Purple solid casual shirt, has a spread collar, button placket, 1 pocket, long sleeves, curved hem

Features:
Moisture Absorbent - It absorbs twice as much moisture as cotton, making it the ""Most Thirsty Fabric.""
UV Protection - Hangup fabric  protects the skin from harmful UV rays 
Natural Breathing - Hangup fabric is comfortable and easy, Insulating in winter and breathable in summer.
Anti-Bacterial - Hangup use peach finish to make fabric soft to use and makes it ""Health Fabric"" ,anti-bacterial.
Inimitable Feel - The true feel of  can never be replicated
Meticulous Weave - The Quality and detailing in the weave of fabric is the product .
Sheer vibrancy - Over 20,000 high quality designs of patterns and textures to tailor from.
For A Lifetime- Hangup buy from Indian mail and make sure every wash keep the same finish

About the Brand
BGN APPARELS, formed in the year 1980, is the brainchild of Shri Satish Gupta and family. Hangup deals in menswear which is currently being marketed in some major cities of India and aboard. It features a collection that embodies the beauty of handcrafted embroideries and fabrics. This label brings together couture sensibilities and timeless style."
Men Navy Blue Pure Cotton Solid Casual Shirt,1799,"Navy blue solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long roll-up sleeves, curved hem"
Men Beige Printed Slim Fit Cotton Casual Shirt,525,"Beige micro ditsy printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue & White Checked Pure Cotton Casual Shirt,1999,"Blue tartan checks checked opaque Casual shirt ,has a cutaway collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Peach-Coloured Regular Fit Cotton Casual Shirt,1499,"Peach-coloured solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Red Casual Cotton Shirt,1799,"Red solid opaque Casual shirt ,has a mandarin collar, button placket, 1 pocket, short regular sleeves, curved hem"
Men Black Standard Cotton Denim Casual Shirt,1899,"Black solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long roll-up sleeves, curved hem"
Men Blue Checked Slim Fit Pure Cotton Casual Shirt,2199,"Blue checked opaque casual shirt, has a cutaway collar, button placket, long regular sleeves, curved hem"
Men Tartan Checks Cotton Casual Shirt,1995,"Tartan checks
Has a spread collar
Button placket
1 patch pocket
Long sleevees
Curved hem"
Men Turquoise Blue Classic Cotton Printed Casual Shirt,1499,"Turquoise blue ethnic motifs printed opaque Casual shirt ,has a spread collar, button placket, 1 pocket, short regular sleeves, curved hem"
Men Navy Blue Slim Fit Self Design Cotton Casual Shirt,1649,"Navy Blue self-design casual shirt, has a spread collar, button placket, and curved hem"
